feature	group	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out
CREM-regulon	GC LMO2	0.172059741708094	0.0225659481594807	38500686	0.853425799595297	0	0	100	100
CTCF-regulon	GC LMO2	0.381635388443419	0.0110426322766279	30845495	0.6837369400194	1.38415269399917e-89	3.70848457637514e-89	100	100
CUX1-regulon	GC LMO2	0.105858953748294	0.0298294475647242	41116126.5	0.911400984764892	0	0	100	100
DDIT3-regulon	GC LMO2	0.0752821300272596	-0.00984668834915983	16661972.5	0.369337762024483	3.28714647150106e-46	6.39417532812534e-46	100	100
E2F1-regulon	GC LMO2	0.477401836735614	0.0406172515408446	35719628	0.791779452634859	7.0096820500685e-223	4.97687425554864e-222	100	100
E2F2-regulon	GC LMO2	0.0524307200706666	-0.00152443862235499	22955752.5	0.508848892526856	0.3337822417862	0.343457089374206	100	100
E2F3-regulon	GC LMO2	0.0164825310922512	-0.00473898484695796	14450314.5	0.320313025242356	9.20056096090556e-86	2.37541755717926e-85	100	100
E2F4-regulon	GC LMO2	0.38722422961289	-0.0116954183616473	21184845	0.469594055633903	0.000896622529256829	0.00101856319323576	100	100
E2F6-regulon	GC LMO2	0.0603115461522054	-0.0123668480231173	17815903.5	0.394916383827555	1.70544756873486e-30	2.78360407770517e-30	100	100
E2F7-regulon	GC LMO2	0.0270569308818937	-0.00359773134060343	17638471	0.390983324733836	1.0830049346452e-32	1.80925530258374e-32	100	100
E2F8-regulon	GC LMO2	0.0749746308186783	0.000182101400425766	26169019.5	0.58007580414054	2.20424584791031e-18	3.36562269250821e-18	100	100
EGR1-regulon	GC LMO2	0.0555117417286169	0.00823326349328438	32757530.5	0.726120091983032	1.12146773032043e-134	4.30401128933788e-134	100	100
EGR2-regulon	GC LMO2	0.0496014366963987	0.00363499820398333	25084359	0.556032667493522	9.34605346011766e-10	1.24031737508103e-09	100	99.9954913320859
EGR3-regulon	GC LMO2	0.0410635963167681	-0.000416890209841432	22058672.5	0.488963760706064	0.228034381034781	0.236356803700284	100	99.9954913320859
ELF1-regulon	GC LMO2	0.766876008659559	0.0612030969947427	40339737.5	0.894191151072007	0	0	100	100
ELF2-regulon	GC LMO2	0.0200753787335096	-0.0128691152863113	12768375	0.283030298314882	3.72514876576632e-124	1.35633621727902e-123	99.4100294985251	99.5378615388084
ELF4-regulon	GC LMO2	0.0176760070891273	-0.000788773368166192	21764391	0.482440567211703	0.0551184479503139	0.0584091015592879	99.3117010816126	98.3137582001398
ELK1-regulon	GC LMO2	0.0675035113923368	0.00148175012930545	24175936.5	0.535896112045319	8.82663985869917e-05	0.000102736299994695	100	100
ELK3-regulon	GC LMO2	0.0745176153229987	0.00983253313024177	29945822.5	0.663794341524235	1.39798611591625e-71	3.20183916871142e-71	100	100
ELK4-regulon	GC LMO2	0.0400061295636517	-0.00510532812284149	20259097.5	0.449073465418683	2.65825304025298e-08	3.40064803347678e-08	96.5585054080629	96.73347009626
ESRRA-regulon	GC LMO2	0.0823186297229144	-0.00963299752083575	18977347.5	0.420661542612132	4.48423024756698e-18	6.70274415952117e-18	100	100
ETS1-regulon	GC LMO2	0.297727807069742	0.0560449208830714	40772106.5	0.903775262366679	0	0	100	100
ETV2-regulon	GC LMO2	0.0246069232276469	-0.00408669656215426	17228548.5	0.381896773981608	4.50771600455564e-38	8.10247686894812e-38	100	100
ETV3-regulon	GC LMO2	0.00875300954207445	-0.0027373985832774	19068922.5	0.422691440666362	2.66687288341854e-17	3.94474947338992e-17	81.2192723697148	84.4202980229491
ETV5-regulon	GC LMO2	0.0426388994108642	0.00938561446381948	35110323	0.778273287918147	6.48551244094894e-203	4.00409898528152e-202	100	100
ETV6-regulon	GC LMO2	0.425738680585403	-0.0346119630581505	6619872.5	0.146739462811946	0	0	100	100
ETV7-regulon	GC LMO2	0.0884900196600399	0.0249736682395954	40311900	0.893574090879982	0	0	100	100
FLI1-regulon	GC LMO2	0.164097687322568	0.0206285130166297	33464205.5	0.741784609673159	1.07867100007607e-153	4.94100909712264e-153	100	100
FOS-regulon	GC LMO2	0.0900314691191925	0.00384000958595826	26613313.5	0.589924251054067	9.05104618297207e-23	1.4440995033506e-22	100	100
FOSB-regulon	GC LMO2	0.0277556745446962	-0.0140323097273716	14098477	0.312514016160671	3.36499287697998e-93	9.18901901021455e-93	98.4267453294002	99.3439888185036
FOSL1-regulon	GC LMO2	0.0459530249152167	-0.0151809277426456	13450060	0.29814087494713	9.94762340718154e-108	3.13902783071062e-107	100	100
FOXO1-regulon	GC LMO2	0.0193484463409232	0.00271225017672072	24473406.5	0.542489983453366	8.89715072173965e-07	1.08913396766123e-06	60.7669616519174	52.1495074280304
FOXO3-regulon	GC LMO2	0.0174207971073357	-0.00237637666351076	22276683	0.493796292398685	0.462123811813039	0.468725580553225	47.6892822025565	46.7391059311526
GABPA-regulon	GC LMO2	0.0260190897046156	0.000543340440345257	23521222.5	0.521383388325117	0.0195115580682405	0.0214778391138772	100	100
GTF2B-regulon	GC LMO2	0.0758660885937696	-0.00326404821542468	20604551	0.456730963507432	2.28893812165105e-06	2.75448485825804e-06	100	100
HINFP-regulon	GC LMO2	0.0147581964078022	-0.00150610562954419	21905162.5	0.485560979921953	0.10570087988112	0.111181666245327	62.8318584070796	63.2430848305868
HIVEP3-regulon	GC LMO2	0.104374429458476	0.0272982912238191	33447571.5	0.741415891963805	3.12669466169722e-153	1.38747075612814e-152	100	99.6866475799725
HOXB2-regulon	GC LMO2	0.0187647837163147	-0.0187583670080429	14659571	0.324951511315903	7.82422633283157e-82	1.91558644700359e-81	72.5663716814159	83.9852115692419
IKZF1-regulon	GC LMO2	0.148889839568131	0.00514092874848859	28033904	0.621413783042146	3.87171818925061e-40	7.04851260094341e-40	100	100
IRF1-regulon	GC LMO2	0.121171271664457	-0.0145983612654226	13327908	0.295433191549692	1.38375373292103e-110	4.46575068351787e-110	100	100
IRF2-regulon	GC LMO2	0.0698413716668099	-0.0155270534084722	11803302.5	0.261638010136434	1.97862771614786e-149	8.51409502099987e-149	100	100
IRF3-regulon	GC LMO2	0.148797513768423	0.00342781156538072	26164652	0.579978991912837	2.4205539247643e-18	3.65658146081416e-18	100	100
IRF4-regulon	GC LMO2	0.0508071480101109	-0.00777956329824939	17065710.5	0.378287224002304	2.50335805059379e-40	4.61658237901712e-40	100	99.9954913320859
IRF5-regulon	GC LMO2	0.0127830655996316	-0.0350471940235024	9924465	0.219990741935885	5.94992263572927e-207	3.84040461033435e-206	45.3294001966568	81.2845194887171
IRF7-regulon	GC LMO2	0.111512256200636	0.00376187486722571	25981467.5	0.575918431059819	1.1114643797193e-16	1.62709218474372e-16	100	100
IRF8-regulon	GC LMO2	0.123623940795929	0.0428105166902839	42474729	0.941516459198118	0	0	100	100
IRF9-regulon	GC LMO2	0.028147093005099	-0.00590139448393695	16223812	0.359625273393409	4.63784448508536e-53	9.40819881260174e-53	100	100
JUN-regulon	GC LMO2	0.0727627738434575	-0.0159960240488356	9623020.5	0.21330876973814	3.00952878734549e-215	2.03501470382409e-214	100	100
JUNB-regulon	GC LMO2	0.143350812085881	-0.0168084008116757	12122262	0.26870822873789	8.15974917095086e-141	3.21856772854173e-140	100	100
JUND-regulon	GC LMO2	0.0341649532146134	-0.00439115224037666	17562717	0.389304123017209	1.18112621039901e-33	2.0207219503212e-33	100	100
KLF11-regulon	GC LMO2	0.00655190026736678	-0.0157373035187903	17110942	0.37928984845046	1.37074457413398e-49	2.74148914826795e-49	20.353982300885	41.3287044342749
KLF12-regulon	GC LMO2	0.0801716511114696	0.0338814009298352	38760476	0.859184436947288	0	0	100	98.5707522712415
KLF13-regulon	GC LMO2	0.0635214216994063	-0.00283419919432673	20412863.5	0.452481920829077	2.10084944046159e-07	2.61684754864514e-07	100	100
KLF2-regulon	GC LMO2	0.0960276319453406	-0.0131146706999909	14939621.5	0.331159253221841	6.07817657412694e-76	1.46288317546784e-75	100	100
KLF3-regulon	GC LMO2	0.0393584402446586	-0.0334198060758163	9120250.5	0.202164114049082	3.85291217071915e-232	2.87954488548484e-231	99.3117010816126	99.8760116323632
KLF4-regulon	GC LMO2	0.0171917526553403	0.00132158127888259	23333150	0.517214477576504	0.0442512290859626	0.047966981146616	52.9006882989184	49.7418787619198
KLF6-regulon	GC LMO2	0.0392735434065387	-0.0307965687313698	7038335.5	0.156015326633595	0	0	100	100
KLF7-regulon	GC LMO2	0.0248022326674809	-0.0216824685732204	11151353.5	0.247186576813393	7.58198676571737e-168	3.58880706910622e-167	94.3952802359882	97.6284406772019
KLF8-regulon	GC LMO2	0.0092438316627107	-0.0162265738365504	13142901.5	0.291332243317424	2.90933605688483e-116	9.83632666851539e-116	56.6371681415929	78.1171802790865
MAFB-regulon	GC LMO2	0.0542667253544368	-0.00155094084069908	21491765	0.476397400551232	0.00993723974698045	0.0110241253443064	100	99.997745666043
MAFF-regulon	GC LMO2	0.00846922120899032	-0.00400753947509998	21337948	0.472987814648884	0.000213910311250819	0.000244961808045293	24.385447394297	28.6413129240966
MAFG-regulon	GC LMO2	0.0176894275154879	-0.00789487075048431	19419153.5	0.43045483925147	3.25233519807904e-15	4.61831598127223e-15	51.4257620452311	58.7659775919205
MAX-regulon	GC LMO2	0.187024586818481	-0.0108896908433622	11074183.5	0.245475987320136	4.27608439653886e-170	2.09380684244316e-169	100	100
MAZ-regulon	GC LMO2	0.131254455165593	-0.00516512244104914	18736239.5	0.415317019979761	2.25459727871092e-20	3.5181627865599e-20	100	100
MEF2A-regulon	GC LMO2	0.0490805140841151	0.00851709005515435	29866845.5	0.662043697149363	4.24516256309668e-70	9.41895443687075e-70	100	99.997745666043
MLX-regulon	GC LMO2	0.051921919811932	-0.00102654565840226	22183424	0.491729065943436	0.366315845976909	0.374221943372094	100	99.9887283302148
MXD4-regulon	GC LMO2	0.0962012991639772	0.00412461346921295	25101762	0.556418431248234	6.96432623869834e-10	9.32956911221852e-10	94.1986234021632	88.4758448116504
MXI1-regulon	GC LMO2	0.0457441721708173	-0.0199321124415858	10636772.5	0.235780112487496	3.84498388908887e-183	2.09995273942546e-182	100	100
MYBL1-regulon	GC LMO2	0.0759973771609955	0.047164237520773	38929138.5	0.862923095757789	0	0	99.1150442477876	79.6230753623842
MYC-regulon	GC LMO2	0.283646763358627	-0.0319511072501136	15446249.5	0.342389427302307	2.04615049292413e-66	4.47005184608041e-66	100	100
NFATC1-regulon	GC LMO2	0.0601124801621753	0.00981461021135867	26468486	0.586713930983643	2.74461624838576e-21	4.33039452523087e-21	97.6401179941003	94.7631822178137
NFE2L1-regulon	GC LMO2	0.134087871880066	-0.049693027017148	14445318.5	0.320202281363798	7.2512896268208e-86	1.9068206055714e-85	100	99.9346243152461
NFE2L2-regulon	GC LMO2	0.0957629053687166	-0.0154642185679991	13599698	0.301457827008707	2.78939099697582e-104	8.61072872979492e-104	100	100
NFKB1-regulon	GC LMO2	0.041497853290657	-0.0155187611506063	15533987.5	0.344334272461817	7.846643890039e-65	1.68821732179627e-64	99.9016715830875	99.932369981289
NFKB2-regulon	GC LMO2	0.0617016391154155	-0.0119426205452106	14537307	0.322241345269466	5.6768903361182e-84	1.41424285566453e-83	100	100
NFYA-regulon	GC LMO2	0.0135707360720142	-0.00754681473190917	13737288.5	0.304507728054087	3.67629326982557e-101	1.11070988152177e-100	98.2300884955752	99.0351450663901
NFYB-regulon	GC LMO2	0.119537818391017	0.0111631176102522	34197037	0.758028925653817	9.35852506171676e-175	4.74610913844207e-174	100	100
NFYC-regulon	GC LMO2	0.0898006749006348	0.00640959260988752	31044770.5	0.688154182167429	7.50291921780315e-94	2.13082905785609e-93	100	100
NR1H3-regulon	GC LMO2	0.00574841346295159	-0.00284984765852144	21402103.5	0.474409918111818	0.000118603889451274	0.000136924815464073	17.6007866273353	22.2074438107261
NR2C2-regulon	GC LMO2	0.0176502536272551	-0.00423073721697476	20355479	0.451209906798032	8.03037513264297e-08	1.00912678657991e-07	74.1396263520157	76.0206496990464
NR3C1-regulon	GC LMO2	0.245436528500378	0.0204165333825655	36556908	0.810339027222313	7.39106412630616e-252	6.17371238785574e-251	100	100
NRF1-regulon	GC LMO2	0.0236962255643267	-0.00310247533510866	19252450.5	0.426759615715195	1.24704930963802e-15	1.80694899967958e-15	100	99.9661849906445
PAX5-regulon	GC LMO2	0.125840963217374	0.0261595920200148	38516350	0.853773015791	0	0	100	100
POU2F1-regulon	GC LMO2	0.00209255625705391	-0.00285133071859798	20907191	0.463439435766589	3.29356275033818e-09	4.33042509766686e-09	11.6027531956736	18.5013187853649
POU6F1-regulon	GC LMO2	0.0346773826615945	0.00375951376040052	24311869.5	0.538909272102165	1.41764238946031e-05	1.6636794983749e-05	72.4680432645035	65.1908293694628
REL-regulon	GC LMO2	0.252298082125985	-0.0116755815414598	15778603.5	0.349756555207475	1.61098483159887e-60	3.36411538363294e-60	100	100
RELA-regulon	GC LMO2	0.0847483649568798	-0.00748382975769142	14085555	0.312227580532423	1.76968990436558e-93	4.92737189058652e-93	100	100
RELB-regulon	GC LMO2	0.110790987420588	0.0057358649958113	28427391	0.630136016137041	7.48316833948737e-46	1.43595933000974e-45	100	100
REST-regulon	GC LMO2	0.223217474897985	0.00470444220537672	27255554	0.604160480825272	5.44525461947278e-30	8.78666086324016e-30	100	100
RFX5-regulon	GC LMO2	0.088415771959057	0.0235961516276109	40108377	0.88906269648532	0	0	100	100
RXRA-regulon	GC LMO2	0.0111386846883405	-0.00346920851014316	20250793.5	0.448889394728622	1.10019538911805e-08	1.43328206655746e-08	58.7020648967552	64.3905408147163
SETDB1-regulon	GC LMO2	0.0554192897316084	-0.00439678104901747	20617645	0.457021211775213	2.67037850292931e-06	3.18650207912573e-06	95.771878072763	95.0359566266147
SOX5-regulon	GC LMO2	0.00566886629332943	-0.00218337256631123	21635945.5	0.479593378890386	0.00229608329126768	0.00258764942349215	18.9773844641101	22.5749002457224
SP1-regulon	GC LMO2	0.00916873290731819	-0.00391283820509683	19830425.5	0.439571303707484	8.76804835306091e-12	1.20879889915985e-11	54.1789577187807	59.9517572533195
SP2-regulon	GC LMO2	0.0279637627443042	-0.000282731083180172	22255946.5	0.493336636586492	0.46673107506606	0.470041224534613	100	100
SP3-regulon	GC LMO2	0.026570544352808	-0.00173831637016003	19730035	0.43734599679388	7.7327555732531e-12	1.07652087392347e-11	100	100
SP4-regulon	GC LMO2	0.00481700456687575	-0.0039085203557328	20385973	0.451885852320999	5.4814508082638e-11	7.48428860359095e-11	20.6489675516224	29.2071507473117
SPI1-regulon	GC LMO2	0.465477200783423	0.0480102641407813	39748397	0.881083196604765	0	0	100	100
SPIB-regulon	GC LMO2	0.600064806004783	0.0364300835291677	36967086.5	0.819431252600824	1.05270294869936e-266	1.06774156225221e-265	100	100
SREBF1-regulon	GC LMO2	0.0372248879086462	-0.00378993497301015	20435602	0.452985953992125	2.81829031318292e-07	3.47997586497369e-07	95.771878072763	96.9205798146938
SREBF2-regulon	GC LMO2	0.113079002624021	0.0144195500896496	36686820	0.81321872272896	1.63248731563654e-256	1.54542132546926e-255	100	100
SRF-regulon	GC LMO2	0.0153690404636159	-0.00552394231897802	16624101.5	0.368498294165223	8.78061389113948e-47	1.73173218408584e-46	96.6568338249754	97.9643364367998
STAT1-regulon	GC LMO2	0.0705463575970419	-0.00943358503613859	12538968	0.277945146003368	5.99204690547885e-130	2.23913331731052e-129	100	100
STAT2-regulon	GC LMO2	0.0659372628224737	-0.000303903120245169	22639259	0.501833336536394	0.841288254389557	0.841288254389557	100	99.9616763227305
STAT5A-regulon	GC LMO2	0.061038518717166	-0.0108116277196947	15058841	0.333801933331875	1.21426096120612e-73	2.82664027034867e-73	100	100
TBP-regulon	GC LMO2	0.0185790920419254	-0.0023754126897792	21790994	0.483030262848468	0.0474255447327335	0.0506347921206628	48.2792527040315	49.9222254784824
TCF12-regulon	GC LMO2	0.00649506309827131	-0.00260708204089315	21838519	0.484083726184829	0.0226602993303505	0.0247520192685367	23.2055063913471	25.2665749904191
TFDP1-regulon	GC LMO2	0.553179665297578	0.0255899025604971	33081806	0.7333081477459	3.02700514783447e-143	1.22809923140713e-142	100	100
TFDP2-regulon	GC LMO2	0.0260097235197388	-0.00113895734261267	21937550	0.486278897729558	0.133953232311727	0.139862933737245	100	99.9954913320859
TFEC-regulon	GC LMO2	0.0736807098733097	-0.0182703233251654	11945409	0.26478801513609	1.46791615594175e-145	6.13070865128612e-145	100	100
THAP1-regulon	GC LMO2	0.0354413513501653	-0.00176328164141257	19951606	0.442257452341507	2.84572675471906e-10	3.84850665876293e-10	100	100
THAP11-regulon	GC LMO2	0.170622786935084	-0.00803500949834585	12866657	0.28520886714443	1.02874921641429e-121	3.65205971827072e-121	100	100
TP53-regulon	GC LMO2	0.0922175762840769	-0.00627986479674787	19253534.5	0.426783644210863	1.2739124661904e-15	1.82722798180845e-15	100	100
USF2-regulon	GC LMO2	0.138587206516026	0.0136059478306773	34799246.5	0.771377807906497	4.38051158414607e-193	2.48813057979497e-192	100	100
XBP1-regulon	GC LMO2	0.204057822194491	0.00896897476087172	31135452.5	0.690164285529195	7.95393366096608e-96	2.30501750991262e-95	100	100
YBX1-regulon	GC LMO2	0.0931649885591326	-0.00206505699363146	20300030	0.449980796044998	4.67174416467399e-08	5.92310420878309e-08	100	100
YY1-regulon	GC LMO2	0.65336631722129	0.0142135494450886	27762140	0.615389723912363	2.01977962135897e-36	3.58510882791217e-36	100	100
YY2-regulon	GC LMO2	0.0293983418047986	-0.0220990143839596	13975715.5	0.309792822276047	6.00274645520822e-96	1.7758124929991e-95	82.3992133726647	90.7166527649406
ZBTB33-regulon	GC LMO2	0.354234697959273	-0.0118570649841255	15925970	0.353023156044043	5.39241522854687e-58	1.10974342384588e-57	100	100
ZNF143-regulon	GC LMO2	0.0197590427920553	-0.00365357973788914	16805697	0.37252363243557	4.54928634717199e-44	8.61331548397898e-44	100	99.9932369981289
ZNF274-regulon	GC LMO2	0.051474226437309	-0.0141852341535023	10197387	0.226040469882996	9.77348717204298e-197	5.7826465767921e-196	100	100
ZNF76-regulon	GC LMO2	0.0156999774094529	0.00116907287289054	24562611.5	0.544467346881459	1.19196747311936e-06	1.44666137763204e-06	99.6066863323501	99.4567055163552
ATF1-regulon	LZ	0.109902710534213	0.00373520529308961	19307738	0.60464005218489	6.85382173070407e-22	1.1186697537471e-21	100	100
ATF3-regulon	LZ	0.0485571259497651	-0.00250411298156023	15194822	0.475840202877215	0.0264083569463439	0.0288460514336987	100	100
ATF4-regulon	LZ	0.104299969181777	-0.00452294238313813	14266392.5	0.4467655561563	9.98385900720266e-07	1.20144743984981e-06	100	100
ATF5-regulon	LZ	0.128356172404225	0.0100815887623772	19393127.5	0.607314105030233	6.10772405835631e-23	1.00848467010069e-22	100	99.9977609099662
ATF6-regulon	LZ	0.13178333697426	-0.00470474224435602	15418370.5	0.482840835302715	0.114833936838121	0.121689694261292	100	100
ATF6B-regulon	LZ	0.0521918348986017	-0.00518639980318974	8454008.32226562	0.264745255666209	1.15834273322327e-103	5.67188510750705e-103	99.8601398601399	99.9216318488166
BACH1-regulon	LZ	0.0309532653604492	-0.0125269607192822	10198708.5	0.319382189651552	7.22916415259545e-62	1.93687039560105e-61	99.7202797202797	99.5611383533732
BATF-regulon	LZ	0.0449438244122143	0.0260611221649377	22678643	0.710203126176794	1.94234072985727e-93	7.66145510110369e-93	80.6993006993007	51.2527708739168
BATF3-regulon	LZ	0.0983537040421334	0.0154332747425667	21749465.5	0.681105055129372	3.42566442565601e-62	9.35469900852218e-62	100	100
BCL11A-regulon	LZ	0.198470895000458	-0.00612596493724438	12443555	0.389681678121256	3.76012652126142e-24	6.67422457523903e-24	100	100
BHLHE40-regulon	LZ	0.0425707298265197	-0.0132898578600661	8747716.5	0.273943004667798	7.53085129535692e-96	3.24054813315358e-95	100	100
BRF2-regulon	LZ	0.0440496655412964	0.00247635065362301	17681048.5	0.553698734037284	8.0305962981405e-07	9.74653567808505e-07	100	99.7245919258413
CEBPB-regulon	LZ	0.137791751988585	-0.00538512379485878	13887803.5	0.43490968403308	2.21164158250617e-09	2.96276513882902e-09	100	100
CEBPG-regulon	LZ	0.0676233117637773	-0.000444424881943933	16735076	0.5240747117015	0.0269435598852913	0.0292059962115371	100	100
CLOCK-regulon	LZ	0.00803392197703036	-0.00768184987021716	12909940	0.404286964910328	7.97390447877138e-21	1.28669822271084e-20	37.4825174825175	51.3109872147959
CREB1-regulon	LZ	0.046206817176478	0.00328742144368133	18119286	0.567422555277731	5.80017759663732e-10	7.91947325694711e-10	100	99.9932827298986
CREB3-regulon	LZ	0.244678456228939	0.00495654410710142	20842665	0.65270774097267	9.78995793200431e-45	2.01474496571683e-44	100	100
CREB3L2-regulon	LZ	0.12285954332926	-0.00398037926787048	15810193.5	0.495111142635829	0.653245452169407	0.658135303585789	100	100
CREB3L4-regulon	LZ	0.0041247290259148	-0.00708830767186056	13508116.5	0.423019427002768	7.88435629474671e-18	1.25795347624049e-17	17.9020979020979	31.5622131165894
CREB5-regulon	LZ	0.0369591281431482	-0.00225064857395069	15555658	0.487140123037214	0.23730417928255	0.245964915752716	99.7202797202797	99.6215937842861
CREM-regulon	LZ	0.169615753061679	0.0199302403794519	26264103	0.822485192647079	5.34921729910649e-193	1.51917771294624e-191	100	100
CTCF-regulon	LZ	0.376033156397335	0.00527604047907204	19454487.5	0.609235651386521	1.03583424734022e-23	1.75105313240847e-23	100	100
CUX1-regulon	LZ	0.0849083813500176	0.00834175883610822	21659762	0.678295905299331	2.47078555999295e-60	6.15529034243858e-60	100	100
DDIT3-regulon	LZ	0.0783754609791892	-0.00663725091703334	13141741.5	0.411546047826024	4.34854129030035e-16	6.71187894807229e-16	100	100
E2F1-regulon	LZ	0.487465147677132	0.0505670150328627	26410291	0.827063207945857	1.85925841343786e-198	6.60036736770442e-197	100	100
E2F2-regulon	LZ	0.0476904067020347	-0.00633033367510999	11071026.5	0.346699651751039	4.53504961685499e-45	9.47025067049131e-45	100	100
E2F3-regulon	LZ	0.0170829586628162	-0.00409689947346119	10995116	0.344322442743884	2.00947095121389e-46	4.32340719806625e-46	100	100
E2F4-regulon	LZ	0.441164721243537	0.0431877182581645	25104109	0.786158884889321	2.10544107895528e-152	1.99315088807766e-151	100	100
E2F6-regulon	LZ	0.0885520792444252	0.0164094269751037	23180434.5	0.725917200955825	9.83954139206558e-96	4.10945552256857e-95	100	100
E2F7-regulon	LZ	0.0227067939519801	-0.00799318371441721	7935846	0.248518513125217	3.69123704901578e-118	2.27893765634887e-117	100	100
E2F8-regulon	LZ	0.0750866389185429	0.000294671314143041	18258787.5	0.571791176513417	4.18939453904228e-11	5.83229435827455e-11	100	100
EGR1-regulon	LZ	0.055953959479275	0.00862688717118879	22693069	0.710654889992567	1.74379148320953e-83	5.62769069581257e-83	100	100
EGR2-regulon	LZ	0.0656901235588109	0.0199566767515128	23342953.5	0.731006636944704	5.23648253092988e-100	2.39864683674852e-99	100	99.9955218199324
EGR3-regulon	LZ	0.058014750441935	0.0168084623444441	22708965	0.711152688246797	7.16863479639645e-84	2.36731660718208e-83	100	99.9955218199324
ELF1-regulon	LZ	0.732088133012172	0.0254444265514419	24098199	0.754657863128341	4.10851525683387e-121	2.65185984759277e-120	100	100
ELF2-regulon	LZ	0.0184489087926076	-0.014434602562053	8186010	0.256352635072323	4.93953690804311e-111	2.59783052200786e-110	98.7412587412587	99.5477038131703
ELF4-regulon	LZ	0.0106237814744039	-0.00794856781827925	8864812.5	0.277609976508344	7.92393224562792e-93	3.04107669967342e-92	95.3846153846154	98.383376995589
ELK1-regulon	LZ	0.0709576259826713	0.00498114367427677	19470343	0.609732181344998	6.51605518069636e-24	1.11479498272155e-23	100	100
ELK3-regulon	LZ	0.0581295608492649	-0.00688437389838458	11971715	0.37490556285478	1.38971427878346e-30	2.56284970892534e-30	100	100
ELK4-regulon	LZ	0.0479551478824206	0.00300547244869868	17126984.5	0.536347696547871	0.000837137988998219	0.000950988755501977	98.4615384615385	96.7018203801975
ESRRA-regulon	LZ	0.110090123933903	0.0186482430821312	23948747	0.74997763258662	8.96648067417185e-117	5.30516773221835e-116	100	100
ETS1-regulon	LZ	0.270643036861273	0.0281475585515932	23939200.5	0.749678674922176	1.68676588357608e-116	9.58083021871214e-116	100	100
ETV2-regulon	LZ	0.0208775938286336	-0.00784809618258055	8587802	0.268935131056445	4.67287689831713e-100	2.21182839853677e-99	100	100
ETV3-regulon	LZ	0.007125754426834	-0.00437219479780463	11809975.5	0.369840537644662	4.31286152461694e-33	8.27603157426495e-33	74.2657342657343	84.5099751461006
ETV5-regulon	LZ	0.038031191259167	0.00464067322516646	20786467.5	0.650947863180012	9.45583459332668e-44	1.91818358893198e-43	100	100
ETV6-regulon	LZ	0.444836029699554	-0.0149748271622394	9110959	0.285318286648306	1.23763168107382e-86	4.28643167591421e-86	100	100
ETV7-regulon	LZ	0.0610855501668822	-0.00303840617723092	14668160.5	0.459347300557753	0.000187147611288704	0.000216056591894276	100	100
FLI1-regulon	LZ	0.144559953033389	0.000638498416938416	15493074	0.485180245964823	0.173244002505578	0.182227024857719	100	100
FOS-regulon	LZ	0.0726373861944332	-0.0138585101446532	8282060	0.259360531544316	2.34550181577115e-108	1.18950449228394e-107	100	100
FOSB-regulon	LZ	0.0255582443700753	-0.0161700324399381	9031597	0.28283299065861	1.31674169578161e-88	4.79429027694841e-88	98.4615384615385	99.3372293499922
FOSL1-regulon	LZ	0.0681124415344892	0.0074359041396318	20586541.5	0.644686991654144	2.44345271955422e-40	4.88690543910845e-40	100	100
FOXO1-regulon	LZ	0.00782698748190721	-0.00901200178226094	12654240	0.39627947789431	5.91807865864038e-24	1.02483801161821e-23	38.4615384615385	52.5648776337297
FOXO3-regulon	LZ	0.00578912325661902	-0.0141781985416088	11353621.5	0.355549381095159	4.77172163082765e-47	1.04243764858081e-46	21.3986013986014	47.1664315622131
GABPA-regulon	LZ	0.0234688925217079	-0.00205135820466057	13848058.5	0.433665031817783	1.08875235611803e-09	1.4724079482739e-09	100	100
GTF2B-regulon	LZ	0.0820802600068792	0.00307168059947692	17725670.5	0.555096114114049	4.12636530613371e-07	5.18534401301758e-07	100	100
HINFP-regulon	LZ	0.0122286468887057	-0.00406596759139901	14368221.5	0.449954427471724	2.38595241548371e-06	2.8471028823419e-06	58.7412587412587	63.3057925259175
HIVEP3-regulon	LZ	0.115834848862897	0.0387575936788788	24526695	0.76807662009516	5.35641329183168e-134	4.47418051435352e-133	100	99.6887664853004
HOXB2-regulon	LZ	0.0175061632394759	-0.0199102923102217	9945043.5	0.31143843058265	1.51291686538972e-67	4.57094031670936e-67	71.6083916083916	83.9233335572423
IKZF1-regulon	LZ	0.161592936688541	0.0180126327957263	27484277	0.860696093946581	6.46265233077325e-241	3.05898876989934e-239	100	100
IRF1-regulon	LZ	0.11277666332701	-0.02302864815595	6353256.5	0.198958228131332	1.88806621003517e-168	2.43732183477268e-167	100	100
IRF2-regulon	LZ	0.0686422929417581	-0.0166403340358337	7588753	0.237648967990877	2.02895942094274e-128	1.60062354318816e-127	100	100
IRF3-regulon	LZ	0.144148697016116	-0.00131860942934439	15128026	0.473748423046468	0.0158488996292853	0.0175823730262384	100	100
IRF4-regulon	LZ	0.0608776734146125	0.00250479193049014	18320911.5	0.573736648251326	1.2354992400917e-11	1.73703853557446e-11	100	99.9955218199324
IRF5-regulon	LZ	0.0380104377838089	-0.00917895343721174	14005566.5	0.438597543608627	1.48178692951658e-08	1.91285221810322e-08	80.5594405594406	80.4773739952083
IRF7-regulon	LZ	0.097529220630825	-0.0104704600161319	10499393.5	0.328798424432199	9.05659785805688e-56	2.14339482640679e-55	100	100
